#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,8,8,8,8,8,0.000064
1,8,8,16,132,140,0.001120
2,8,8,24,541,681,0.005448
3,8,8,32,1175,1856,0.014848
4,8,8,40,2478,4334,0.034672
5,8,8,48,4468,8802,0.070416
6,8,8,56,6864,15666,0.125328
7,8,8,64,9468,25134,0.201072
8,8,8,72,11654,36788,0.294304
9,8,7,79,13827,50615,0.404920
10,8,4,83,14688,65303,0.522424
11,8,4,87,14278,79581,0.636648
12,8,3,90,12628,92209,0.737672
13,8,0,90,10448,102657,0.821256
14,8,0,90,8106,110763,0.886104
15,8,1,91,5731,116494,0.931952
