#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,8,8,8,8,8,0.000064
1,8,8,16,152,160,0.001280
2,8,8,24,619,779,0.006232
3,8,8,32,1284,2063,0.016504
4,8,8,40,2665,4728,0.037824
5,8,8,48,4550,9278,0.074224
6,8,8,56,6597,15875,0.127000
7,8,5,61,9139,25014,0.200112
8,8,6,67,11693,36707,0.293656
9,8,7,74,14610,51317,0.410536
10,8,5,79,16049,67366,0.538928
11,8,5,84,15696,83062,0.664496
12,8,2,86,13651,96713,0.773704
13,8,1,87,10861,107574,0.860592
14,8,1,88,7517,115091,0.920728
