#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,8,8,8,8,8,0.000064
1,8,8,16,152,160,0.001280
2,8,8,24,638,798,0.006384
3,8,8,32,1364,2162,0.017296
4,8,8,40,2881,5043,0.040344
5,8,8,48,5184,10227,0.081816
6,8,8,56,7867,18094,0.144752
7,8,5,61,10852,28946,0.231568
8,8,5,66,13226,42172,0.337376
9,8,7,73,15318,57490,0.459920
10,8,3,76,15758,73248,0.585984
11,8,4,80,14532,87780,0.702240
12,8,1,81,11877,99657,0.797256
13,8,2,83,9003,108660,0.869280
14,8,3,86,5981,114641,0.917128
15,8,0,86,3911,118552,0.948416
